elbow_dx,elbow_sx,shoulder_dx,shoulder_sx,hip_dx_index,hip_sx_index,knee_dx_index,knee_sx_index,action
162.97205899500912,180.0,72.67343002929941,77.48239871348758,80.96920964327876,84.84175535632126,0.20576068767933706,1.9614176677703403,2
15.152662620009302,168.9884336381454,53.681890554793554,89.93697466795588,28.52458659963769,60.5394211717296,57.56547260324721,34.547515175498816,2
3.500355085060089,141.10805883041013,70.96054604016004,85.06904469802703,66.52485872920745,89.11397600943407,29.578884080741116,27.506752696322064,2
18.99710587601231,95.81897090139456,166.23749393246743,12.105246966955878,73.30075576600639,88.49973921827262,4.862642363149992,8.86713997102266,2
116.4816512658009,178.67598812251043,88.6251652194306,95.71059313749963,76.89721005873754,80.39479584498706,10.782778397970816,1.4043400038221954,2
139.433625831862,18.402060485702023,14.628284887841819,53.58289303590176,65.14158074052142,67.82285849403702,5.078680015678675,4.101968981454965,2
6.919152394513674,143.76035734603425,76.82744657667311,83.38849174805648,86.572820557326,89.99170718986524,3.140496102211447,13.753203560171215,2
129.30334098867917,17.676971620189708,11.183528905349926,61.61219768740887,84.8055710922652,76.76677368384922,8.308687774076462,4.078951103691603,2
109.64288062629397,124.87986626471887,89.98894291988037,52.67447951689393,87.9943526286114,88.53461361011482,0.1451671434042874,5.2988738607922095,2
160.72326252772524,144.14588911178265,72.15397383797388,81.0672854810773,37.52856657490942,52.460566126168345,68.16866167207804,49.30446896050799,2
14.11491316222265,142.57536539029488,81.29338601605517,57.4045952942477,87.37577997221794,81.26038908951345,0.7947118967716557,1.403149693990402,2
107.95820808637764,10.386188957484006,5.767888897914142,87.32002605989206,83.39516450324602,82.82401255073653,0.2981023023758419,3.7195280819562644,2
161.78494996076233,69.57766697527657,57.18496074867837,77.59258147259925,86.12742428802673,88.00000770096582,4.069888916714859,1.702818593648419,2
162.28292926858478,8.196718459972997,63.67750127586556,69.02076482823614,74.7137084058325,87.93449008069682,5.8233157268049744,0.08795783620428581,2
118.25038733892421,125.75388725443675,168.26142879327767,99.60520415501294,87.52994870403913,88.73969615349641,2.8328828309671037,1.2400779706740224,2
4.023220929497318,135.90810344350132,68.40830391062667,66.81098111665253,66.82907523964018,86.10095447386817,56.52372170389734,1.9531795482767487,2
9.198261566470395,145.23443172242753,89.98599436528688,73.44292862436335,78.16635469383934,83.07699870916632,10.79421106740164,2.6152498490099862,2
135.1103963557031,20.28255908891661,54.360190801913326,86.93638834044832,54.01223877848447,54.20136840455527,53.157081807851846,53.868467790753634,2
20.761635831327897,97.66517684132371,57.296433224332134,175.67855725596326,74.96018656447318,64.38708125775142,5.585735704240677,3.3305416916068507,2
115.24388660380077,93.99091309842977,74.80316792944295,75.64849864842475,65.95029083613207,61.761989441165454,39.96566814942728,48.73896362775999,2
7.616462019293471,155.30372487277577,56.84539145958475,38.770254264266995,76.92243177553547,75.95453769295406,1.6044436477686617,4.1512120196144195,2
12.89909345282242,146.95054891287248,42.44674568508069,41.314260030431626,71.68114569781281,75.06858282186245,1.484629791002161,11.587728016097325,2
14.133709732710239,160.98073444594587,51.185540685484774,41.57880503456194,75.05863921513884,82.86431634972631,180.0,12.001725213225098,2
14.84634375762636,171.38878338667655,49.67759499238321,54.489608735185215,60.26731448395342,70.4318381831696,3.1288098488321365,9.892455644432507,2
37.8749836510982,150.68671421996018,84.70529459344728,29.115748457454156,83.04096770101162,53.219644425447264,4.909978816126973,80.51207401081989,2
19.756184368604107,171.77615184601737,60.55768601753061,54.613468515630395,89.99329517476843,86.03352558289959,2.8563084136529175,2.166857602316614,2
17.30008691625945,159.2261665303898,77.000437711202,49.15348386374955,82.8669147907923,83.39516450324602,6.620815849224145,0.1374656179844924,2
13.301646998118388,141.7182202695869,88.70258219460175,25.07595928115285,76.1739736305407,85.03676571968289,1.6171457991002536,0.4854563986965759,2
136.17886815733684,137.3634027735173,70.65567072787886,14.713124139398216,89.99086589029994,86.45381071842232,9.202701547300832,8.076529878404658,2
135.14112232425933,127.6407552524496,53.077753552355986,79.8096459172937,89.9913663894538,81.43085812016236,1.5832909321631248,6.0619959737679565,2
132.70725944832617,119.77425513768146,63.3041367682173,82.69727696991984,84.20214561484035,81.3399668508378,3.425271209716699,5.938898303676259,2
106.7603750976267,120.89757375469708,62.653856276692316,172.79919914449175,36.39395472859489,27.59332655083788,43.7752067311187,58.73085472301635,2
49.93767013118463,133.87507881822927,44.9334544091171,21.799351633088328,72.94735109352062,36.86989764584402,32.68657173492948,56.89982603493995,2
